"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"L8IB9M3W","conferencePaper","2020","Wang, Huan; Li, Yijun; Wang, Yuehai; Hu, Haoji; Yang, Ming-Hsuan","Collaborative Distillation for Ultra-Resolution Universal Style Transfer","Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition","","","","https://openaccess.thecvf.com/content_CVPR_2020/html/Wang_Collaborative_Distillation_for_Ultra-Resolution_Universal_Style_Transfer_CVPR_2020_paper.html","Universal style transfer methods typically leverage rich representations from deep Convolutional Neural Network (CNN) models (e.g., VGG-19) pre-trained on large collections of images. Despite the effectiveness, its application is heavily constrained by the large model size to handle ultra-resolution images given limited memory. In this work, we present a new knowledge distillation method (named Collaborative Distillation) for encoder-decoder based neural style transfer to reduce the convolutional filters. The main idea is underpinned by a finding that the encoder-decoder pairs construct an exclusive collaborative relationship, which is regarded as a new kind of knowledge for style transfer models. Moreover, to overcome the feature size mismatch when applying collaborative distillation, a linear embedding loss is introduced to drive the student network to learn a linear embedding of the teacher's features. Extensive experiments show the effectiveness of our method when applied to different universal style transfer approaches (WCT and AdaIN), even if the model size is reduced by 15.5 times. Especially, on WCT with the compressed models, we achieve ultra-resolution (over 40 megapixels) universal style transfer on a 12GB GPU for the first time. Further experiments on optimization-based stylization scheme show the generality of our algorithm on different stylization paradigms. Our code and trained models are available at https://github.com/mingsun-tse/collaborative-distillation.","2020","2021-03-29 04:33:48","2021-03-29 04:35:29","2021-03-29 04:33:48","1860-1869","","","","","","","","","","","","","","","","","","openaccess.thecvf.com","","","","F:\Google Drive - Monash\Bibliography\Wang et al_2020_Collaborative Distillation for Ultra-Resolution Universal Style Transfer.pdf; C:\Users\smczx\Zotero\storage\VZ2DNRMF\Wang_Collaborative_Distillation_for_Ultra-Resolution_Universal_Style_Transfer_CVPR_2020_paper.html","","Unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition","","","","","","","","","","","","","","",""
"FG3L3HGN","journalArticle","2019","Brock, Andrew; Donahue, Jeff; Simonyan, Karen","Large Scale GAN Training for High Fidelity Natural Image Synthesis","arXiv:1809.11096 [cs, stat]","","","","http://arxiv.org/abs/1809.11096","Despite recent progress in generative image modeling, successfully generating high-resolution, diverse samples from complex datasets such as ImageNet remains an elusive goal. To this end, we train Generative Adversarial Networks at the largest scale yet attempted, and study the instabilities specific to such scale. We find that applying orthogonal regularization to the generator renders it amenable to a simple ""truncation trick,"" allowing fine control over the trade-off between sample fidelity and variety by reducing the variance of the Generator's input. Our modifications lead to models which set the new state of the art in class-conditional image synthesis. When trained on ImageNet at 128x128 resolution, our models (BigGANs) achieve an Inception Score (IS) of 166.5 and Frechet Inception Distance (FID) of 7.4, improving over the previous best IS of 52.52 and FID of 18.6.","2019-02-25","2021-03-29 04:21:24","2021-03-29 04:24:47","2021-03-29 04:21:24","","","","","","","","","","","","","","","","","","","arXiv.org","","arXiv: 1809.11096","","F:\Google Drive - Monash\Bibliography\Brock et al_2019_Large Scale GAN Training for High Fidelity Natural Image Synthesis2.pdf; C:\Users\smczx\Zotero\storage\KYRR8X9E\1809.html","","Unread","Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TD5237DC","journalArticle","2017","Zhang, Xiangyu; Zhou, Xinyu; Lin, Mengxiao; Sun, Jian","ShuffleNet: An Extremely Efficient Convolutional Neural Network for Mobile Devices","arXiv:1707.01083 [cs]","","","","http://arxiv.org/abs/1707.01083","We introduce an extremely computation-efficient CNN architecture named ShuffleNet, which is designed specially for mobile devices with very limited computing power (e.g., 10-150 MFLOPs). The new architecture utilizes two new operations, pointwise group convolution and channel shuffle, to greatly reduce computation cost while maintaining accuracy. Experiments on ImageNet classification and MS COCO object detection demonstrate the superior performance of ShuffleNet over other structures, e.g. lower top-1 error (absolute 7.8%) than recent MobileNet on ImageNet classification task, under the computation budget of 40 MFLOPs. On an ARM-based mobile device, ShuffleNet achieves ~13x actual speedup over AlexNet while maintaining comparable accuracy.","2017-12-07","2021-03-29 04:17:08","2021-03-29 04:17:23","2021-03-29 04:17:08","","","","","","","ShuffleNet","","","","","","","","","","","","arXiv.org","","arXiv: 1707.01083","","C:\Users\smczx\Zotero\storage\NJXA8YRI\1707.html; F:\Google Drive - Monash\Bibliography\Zhang et al_2017_ShuffleNet.pdf","","Unread","Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6SZH46QB","conferencePaper","2020","Yin, Hongxu; Molchanov, Pavlo; Alvarez, Jose M.; Li, Zhizhong; Mallya, Arun; Hoiem, Derek; Jha, Niraj K.; Kautz, Jan","Dreaming to Distill: Data-Free Knowledge Transfer via DeepInversion","Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition","","","","https://openaccess.thecvf.com/content_CVPR_2020/html/Yin_Dreaming_to_Distill_Data-Free_Knowledge_Transfer_via_DeepInversion_CVPR_2020_paper.html","We introduce DeepInversion, a new method for synthesizing images from the image distribution used to train a deep neural network. We ""invert"" a trained network (teacher) to synthesize class-conditional input images starting from random noise, without using any additional information about the training dataset. Keeping the teacher fixed, our method optimizes the input while regularizing the distribution of intermediate feature maps using information stored in the batch normalization layers of the teacher. Further, we improve the diversity of synthesized images using Adaptive DeepInversion, which maximizes the Jensen-Shannon divergence between the teacher and student network logits. The resulting synthesized images from networks trained on the CIFAR-10 and ImageNet datasets demonstrate high fidelity and degree of realism, and help enable a new breed of data-free applications - ones that do not require any real images or labeled data. We demonstrate the applicability of our proposed method to three tasks of immense practical importance - (i) data-free network pruning, (ii) data-free knowledge transfer, and (iii) data-free continual learning.","2020","2021-03-29 04:15:29","2021-03-29 04:16:21","2021-03-29 04:15:29","8715-8724","","","","","","Dreaming to Distill","","","","","","","","","","","","openaccess.thecvf.com","","","","F:\Google Drive - Monash\Bibliography\Yin et al_2020_Dreaming to Distill.pdf","","Unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition","","","","","","","","","","","","","","",""
"UWGZZ5T8","journalArticle","2020","Li, Kang; Yu, Lequan; Wang, Shujun; Heng, Pheng-Ann","Towards Cross-Modality Medical Image Segmentation with Online Mutual Knowledge Distillation","Proceedings of the AAAI Conference on Artificial Intelligence","","2374-3468","10.1609/aaai.v34i01.5421","https://ojs.aaai.org/index.php/AAAI/article/view/5421","","2020-04-03","2021-03-29 00:40:26","2021-04-06 15:06:21","2021-03-29 00:40:26","775-783","","01","34","","AAAI","","","","","","","","en","Copyright (c) 2020 Association for the Advancement of Artificial Intelligence","","","","ojs.aaai.org","","Number: 01","<div data-schema-version=""1""><p>Annotation</p> <p>Using knowledge distillation to improve the performance of image segmentation.</p></div>","C:\Users\smczx\Zotero\storage\K5LHY756\5421.html; F:\Google Drive - Monash\Bibliography\Li et al_2020_Towards Cross-Modality Medical Image Segmentation with Online Mutual Knowledge.pdf","","Unreviewed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XBQELRWF","journalArticle","2020","Zhu, M.; Li, J.; Wang, N.; Gao, X.","Knowledge Distillation for Face Photo-Sketch Synthesis","IEEE Transactions on Neural Networks and Learning Systems","","2162-2388","10.1109/TNNLS.2020.3030536","","Significant progress has been made with face photo-sketch synthesis in recent years due to the development of deep convolutional neural networks, particularly generative adversarial networks (GANs). However, the performance of existing methods is still limited because of the lack of training data (photo-sketch pairs). To address this challenge, we investigate the effect of knowledge distillation (KD) on training neural networks for the face photo-sketch synthesis task and propose an effective KD model to improve the performance of synthetic images. In particular, we utilize a teacher network trained on a large amount of data in a related task to separately learn knowledge of the face photo and knowledge of the face sketch and simultaneously transfer this knowledge to two student networks designed for the face photo-sketch synthesis task. In addition to assimilating the knowledge from the teacher network, the two student networks can mutually transfer their own knowledge to further enhance their learning. To further enhance the perception quality of the synthetic image, we propose a KD+ model that combines GANs with KD. The generator can produce images with more realistic textures and less noise under the guide of knowledge. Extensive experiments and a user study demonstrate the superiority of our models over the state-of-the-art methods.","2020","2021-03-29 00:18:36","2021-04-06 15:06:48","","1-14","","","","","","","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE Transactions on Neural Networks and Learning Systems","<div data-schema-version=""1""><p>Annotation</p> <p>Using Knowledge Distillation and GAN to translate images between face photo and sketch.</p></div>","F:\Google Drive - Monash\Bibliography\Zhu et al_2020_Knowledge Distillation for Face Photo-Sketch Synthesis.pdf; C:\Users\smczx\Zotero\storage\FZIX6WUE\9240973.html","","Unreviewed","Data models; Face recognition; Task analysis; Face photo-sketch synthesis; Faces; Gallium nitride; generative adversarial networks (GANs); knowledge distillation (KD); Knowledge engineering; teacher-student model.; Training data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R7UITLDP","journalArticle","2019","Aguinaldo, Angeline; Chiang, Ping-Yeh; Gain, Alex; Patil, Ameya; Pearson, Kolten; Feizi, Soheil","Compressing GANs using Knowledge Distillation","arXiv:1902.00159 [cs, stat]","","","","http://arxiv.org/abs/1902.00159","Generative Adversarial Networks (GANs) have been used in several machine learning tasks such as domain transfer, super resolution, and synthetic data generation. State-of-the-art GANs often use tens of millions of parameters, making them expensive to deploy for applications in low SWAP (size, weight, and power) hardware, such as mobile devices, and for applications with real time capabilities. There has been no work found to reduce the number of parameters used in GANs. Therefore, we propose a method to compress GANs using knowledge distillation techniques, in which a smaller ""student"" GAN learns to mimic a larger ""teacher"" GAN. We show that the distillation methods used on MNIST, CIFAR-10, and Celeb-A datasets can compress teacher GANs at ratios of 1669:1, 58:1, and 87:1, respectively, while retaining the quality of the generated image. From our experiments, we observe a qualitative limit for GAN's compression. Moreover, we observe that, with a fixed parameter budget, compressed GANs outperform GANs trained using standard training methods. We conjecture that this is partially owing to the optimization landscape of over-parameterized GANs which allows efficient training using alternating gradient descent. Thus, training an over-parameterized GAN followed by our proposed compression scheme provides a high quality generative model with a small number of parameters.","2019-01-31","2021-03-26 07:04:30","2021-04-06 15:05:51","2021-03-26 07:04:30","","","","","","","","","","","","","","","","","","","arXiv.org","","arXiv: 1902.00159","<div data-schema-version=""1""><p>Annotation</p> <p>Using knowledge distillation to compress the generator of GAN.</p></div>","C:\Users\smczx\Zotero\storage\QQ42XCWA\1902.html; F:\Google Drive - Monash\Bibliography\Aguinaldo et al_2019_Compressing GANs using Knowledge Distillation.pdf","","Unreviewed","Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HDJH6KVN","journalArticle","1901","F.R.S, Karl Pearson","LIII. On lines and planes of closest fit to systems of points in space","The London, Edinburgh, and Dublin Philosophical Magazine and Journal of Science","","1941-5982","10.1080/14786440109462720","https://doi.org/10.1080/14786440109462720","","1901-11-01","2021-04-08 05:23:21","2021-04-08 05:24:13","2021-04-08 05:23:21","559-572","","11","2","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Taylor & Francis _eprint: https://doi.org/10.1080/14786440109462720","<div data-schema-version=""1""><p>Annotation</p> <p>PCA original paper</p></div>","F:\Google Drive - Monash\Bibliography\F.R.S_1901_LIII.pdf; C:\Users\smczx\Zotero\storage\NTCZUUMU\14786440109462720.html","","Unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"698AHGVY","journalArticle","2014","Goodfellow, Ian J.; Pouget-Abadie, Jean; Mirza, Mehdi; Xu, Bing; Warde-Farley, David; Ozair, Sherjil; Courville, Aaron; Bengio, Yoshua","Generative Adversarial Networks","arXiv:1406.2661 [cs, stat]","","","","http://arxiv.org/abs/1406.2661","We propose a new framework for estimating generative models via an adversarial process, in which we simultaneously train two models: a generative model G that captures the data distribution, and a discriminative model D that estimates the probability that a sample came from the training data rather than G. The training procedure for G is to maximize the probability of D making a mistake. This framework corresponds to a minimax two-player game. In the space of arbitrary functions G and D, a unique solution exists, with G recovering the training data distribution and D equal to 1/2 everywhere. In the case where G and D are defined by multilayer perceptrons, the entire system can be trained with backpropagation. There is no need for any Markov chains or unrolled approximate inference networks during either training or generation of samples. Experiments demonstrate the potential of the framework through qualitative and quantitative evaluation of the generated samples.","2014-06-10","2021-04-08 09:17:51","2021-04-08 09:17:51","2021-04-08 09:17:51","","","","","","","","","","","","","","","","","","","arXiv.org","","arXiv: 1406.2661","<div data-schema-version=""2""><p>Annotation</p> <p>Generative Adversarial Networks (GAN)</p> <p>It is difficult to approximate because the difficulty of utilizing the benefits of picewise linear units in the generative context.</p> <p>It is possible to use a adversarial structures to overcome the difficulties.</p> <p>The GAN framework has two models, generative model and discriminative model. The generator input a noise vector try to confuse the discriminator, and the discriminator can classify the image is from real dataset or generator.</p> <p>MNIST, Toronto Face Database (TFD), CIFAR-10</p> <p>The metric is window-based log-likelihood etimates. The adversarial nets is better than other generative networks.</p> <p>+ve: Has potential in the future. No inference is needed during learning. A wide variety of functions can be incorporated into the model. The adversarial models does not directly receive any information from dataset. GAN can represent very sharp distributions.</p> <p>-ve: The discriminator must be synchronized well with generator during training (Hard to train). </p> <p>The development of GAN broaden the area of image synthesis and translation area. GAN has the advantages of generating very realistic data, so will be widely used in the future generation tasks. However, GAN is hard to train, but there will be future works to improve that.</p></div>","F:\Google Drive - Monash\Bibliography\Goodfellow et al_2014_Generative Adversarial Networks.pdf; C:\Users\smczx\Zotero\storage\VPGCMDSE\1406.html","","","Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YWSL99D4","journalArticle","2020","Dosovitskiy, Alexey; Beyer, Lucas; Kolesnikov, Alexander; Weissenborn, Dirk; Zhai, Xiaohua; Unterthiner, Thomas; Dehghani, Mostafa; Minderer, Matthias; Heigold, Georg; Gelly, Sylvain; Uszkoreit, Jakob; Houlsby, Neil","An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale","arXiv:2010.11929 [cs]","","","","http://arxiv.org/abs/2010.11929","While the Transformer architecture has become the de-facto standard for natural language processing tasks, its applications to computer vision remain limited. In vision, attention is either applied in conjunction with convolutional networks, or used to replace certain components of convolutional networks while keeping their overall structure in place. We show that this reliance on CNNs is not necessary and a pure transformer applied directly to sequences of image patches can perform very well on image classification tasks. When pre-trained on large amounts of data and transferred to multiple mid-sized or small image recognition benchmarks (ImageNet, CIFAR-100, VTAB, etc.), Vision Transformer (ViT) attains excellent results compared to state-of-the-art convolutional networks while requiring substantially fewer computational resources to train.","2020-10-22","2021-04-09 06:01:35","2021-04-09 11:22:25","2021-04-09 06:01:35","","","","","","","An Image is Worth 16x16 Words","","","","","","","","","","","","arXiv.org","","arXiv: 2010.11929","Comment: Fine-tuning code and pre-trained models are available at https://github.com/google-research/vision_transformer","C:\Users\smczx\Zotero\storage\JWTXXQUI\2010.html; F:\Google Drive - Monash\Bibliography\Dosovitskiy et al_2020_An Image is Worth 16x16 Words.pdf","","Unread","Computer Science - Machine Learning; Computer Science - Computer Vision and Pattern Recognition; Computer Science - Artificial Intelligence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BTBA5S6Z","journalArticle","2021","Vaswani, Ashish; Ramachandran, Prajit; Srinivas, Aravind; Parmar, Niki; Hechtman, Blake; Shlens, Jonathon","Scaling Local Self-Attention for Parameter Efficient Visual Backbones","arXiv:2103.12731 [cs]","","","","http://arxiv.org/abs/2103.12731","Self-attention has the promise of improving computer vision systems due to parameter-independent scaling of receptive fields and content-dependent interactions, in contrast to parameter-dependent scaling and content-independent interactions of convolutions. Self-attention models have recently been shown to have encouraging improvements on accuracy-parameter trade-offs compared to baseline convolutional models such as ResNet-50. In this work, we aim to develop self-attention models that can outperform not just the canonical baseline models, but even the high-performing convolutional models. We propose two extensions to self-attention that, in conjunction with a more efficient implementation of self-attention, improve the speed, memory usage, and accuracy of these models. We leverage these improvements to develop a new self-attention model family, HaloNets, which reach state-of-the-art accuracies on the parameter-limited setting of the ImageNet classification benchmark. In preliminary transfer learning experiments, we find that HaloNet models outperform much larger models and have better inference performance. On harder tasks such as object detection and instance segmentation, our simple local self-attention and convolutional hybrids show improvements over very strong baselines. These results mark another step in demonstrating the efficacy of self-attention models on settings traditionally dominated by convolutional models.","2021-03-30","2021-04-09 05:56:57","2021-04-09 11:22:10","2021-04-09 05:56:57","","","","","","","","","","","","","","","","","","","arXiv.org","","arXiv: 2103.12731","Comment: CVPR 2021 Oral","C:\Users\smczx\Zotero\storage\Y8LLUYWL\2103.html; F:\Google Drive - Monash\Bibliography\Vaswani et al_2021_Scaling Local Self-Attention for Parameter Efficient Visual Backbones.pdf","","Unread","Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6NL79FS5","journalArticle","2019","Ramachandran, Prajit; Parmar, Niki; Vaswani, Ashish; Bello, Irwan; Levskaya, Anselm; Shlens, Jonathon","Stand-Alone Self-Attention in Vision Models","arXiv:1906.05909 [cs]","","","","http://arxiv.org/abs/1906.05909","Convolutions are a fundamental building block of modern computer vision systems. Recent approaches have argued for going beyond convolutions in order to capture long-range dependencies. These efforts focus on augmenting convolutional models with content-based interactions, such as self-attention and non-local means, to achieve gains on a number of vision tasks. The natural question that arises is whether attention can be a stand-alone primitive for vision models instead of serving as just an augmentation on top of convolutions. In developing and testing a pure self-attention vision model, we verify that self-attention can indeed be an effective stand-alone layer. A simple procedure of replacing all instances of spatial convolutions with a form of self-attention applied to ResNet model produces a fully self-attentional model that outperforms the baseline on ImageNet classification with 12% fewer FLOPS and 29% fewer parameters. On COCO object detection, a pure self-attention model matches the mAP of a baseline RetinaNet while having 39% fewer FLOPS and 34% fewer parameters. Detailed ablation studies demonstrate that self-attention is especially impactful when used in later layers. These results establish that stand-alone self-attention is an important addition to the vision practitioner's toolbox.","2019-06-13","2021-04-09 05:56:03","2021-04-09 11:22:36","2021-04-09 05:56:03","","","","","","","","","","","","","","","","","","","arXiv.org","","arXiv: 1906.05909","","C:\Users\smczx\Zotero\storage\ZHYHSP49\1906.html; F:\Google Drive - Monash\Bibliography\Ramachandran et al_2019_Stand-Alone Self-Attention in Vision Models.pdf","","Unread","Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
